,Unnamed: 0,Código,Nome,Cota (m),Afluência (m³/s),Defluência (m³/s),Vazão Vertida (m³/s),Vazão Turbinada (m³/s),Vazão Natural (m³/s),Volume Útil (%),Vazão Incremental (m³/s),Data da Medição,data,PG,h2,PGreglin,PGregpol3,erroreglin,erroregpol
254,254,19120,QUEIMADO,824.58,5.85,24,0,24,9.76,63.8,,12/09/2022,2022-09-12,35.8134166666667,648.779996587681,34.583232501697594,34.67654232990691,1.2301841649691028,1.1368743367597887
255,255,19120,QUEIMADO,824.53,5.97,24,0,24,9.8,63.43,,13/09/2022,2022-09-13,35.943625,648.090833179806,34.573895137738376,34.66720496594769,1.3697298622616216,1.2764200340523075
256,256,19120,QUEIMADO,824.47,6.62,24,0,24,10.13,63.06,,14/09/2022,2022-09-14,36.2105416666667,646.720599326735,34.56455777377914,34.65786760198846,1.645983892887557,1.5526740646782429
257,257,19120,QUEIMADO,824.41,6.19,28,0,28,9.93,62.58,,15/09/2022,2022-09-15,50.0556666666667,613.799711059329,40.94481260059153,41.26611276070564,9.11085406607517,8.789553905961064
258,258,19120,QUEIMADO,824.34,6.01,29,0,29,9.72,62.12,,16/09/2022,2022-09-16,46.8927916666667,633.841107208523,42.55716450410231,42.94354296295651,4.335627162564393,3.9492487037101895
259,259,19120,QUEIMADO,824.29,6.2,24,0,24,10.11,61.73,,17/09/2022,2022-09-17,35.91625,647.985210894678,34.53099373576355,34.624303563972866,1.385256264236446,1.291946436027132
260,260,19120,QUEIMADO,824.24,8.14,24,0,24,11.16,61.41,,18/09/2022,2022-09-18,35.964,647.700816889742,34.52291817774476,34.61622800595407,1.4410818222552422,1.347771994045928
261,261,19120,QUEIMADO,824.19,8.14,24,0,24,11.35,61.05,,19/09/2022,2022-09-19,36.13225,646.824915500623,34.513833174973634,34.60714300318295,1.6184168250263653,1.5251069968170512
262,262,19120,QUEIMADO,824.14,8.26,24,0,24,11.4,60.7,,20/09/2022,2022-09-20,36.1028333333333,646.91931529773,34.505000533390586,34.59831036159989,1.597832799942715,1.504522971733408
263,263,19120,QUEIMADO,824.08,7.88,26,0,26,11.09,60.29,,21/09/2022,2022-09-21,39.3522916666667,645.76780512949,37.66339236305583,37.86246392937848,1.6888993036108744,1.4898277372882234
264,264,19120,QUEIMADO,824.02,7.5,25,0,25,10.67,59.87,,22/09/2022,2022-09-22,37.8372916666667,645.714639654644,36.06232485417091,36.20607854728925,1.7749668124957907,1.631213119377449
265,265,19120,QUEIMADO,823.97,8.37,24,0,24,11.82,59.53,,23/09/2022,2022-09-23,35.1152083333333,651.597344179925,34.47547427438438,34.56878410259369,0.6397340589489175,0.5464242307396106
266,266,19120,QUEIMADO,823.93,10.3,24,0,24,11.68,59.22,,24/09/2022,2022-09-24,35.0788333333333,651.735900869549,34.46765107755368,34.560960905763,0.6111822557796174,0.5178724275703033
267,267,19120,QUEIMADO,823.87,7.31,24,0,24,11.52,58.85,,25/09/2022,2022-09-25,35.0242916666667,651.943633637839,34.45831371359445,34.551623541803764,0.5659779530722489,0.47266812486293475
268,268,19120,QUEIMADO,823.82,8.12,23,0,23,10.76,58.52,,26/09/2022,2022-09-26,35.0366666666667,644.355187006144,32.8844498021144,32.93278815153787,2.152216864552294,2.1038785151288266
269,269,19120,QUEIMADO,823.77,6.98,23,0,23,9.99,58.15,,27/09/2022,2022-09-27,35.02,644.390557005666,32.875501494986814,32.92383984441028,2.144498505013189,2.096160155589722
270,270,19120,QUEIMADO,823.72,7.1,23,0,23,9.69,57.8,,28/09/2022,2022-09-28,34.9035833333333,644.936866452323,32.867036880136396,32.915375229559864,2.0365464531969053,1.988208103773438
271,271,19120,QUEIMADO,823.67,7.5,24,0,24,10.22,57.46,,29/09/2022,2022-09-29,34.7587083333333,653.047322457614,34.42323550845033,34.51654533665965,0.33547282488297014,0.24216299667365604
272,272,19120,QUEIMADO,823.62,7.52,24,0,24,9.88,57.11,,30/09/2022,2022-09-30,34.8081666666667,652.754542628767,34.414402866867285,34.5077126950766,0.3937637997994159,0.3004539715901018
273,273,19120,QUEIMADO,823.56,6.92,24,0,24,9.86,56.73,,01/10/2022,2022-10-01,34.8554166666667,652.462603011317,34.404813141719984,34.4981229699293,0.45060352494671463,0.3572936967374005
274,274,19120,QUEIMADO,823.51,7.7,24,0,24,9.63,56.37,,02/10/2022,2022-10-02,34.79275,652.720219576259,34.39572813894884,34.48903796715815,0.397021861051158,0.303712032841851
275,275,19120,QUEIMADO,823.45,7.08,24,0,24,9.82,55.99,,03/10/2022,2022-10-03,34.9084583333333,652.092233405485,34.38613841380153,34.47944824201085,0.5223199195317676,0.4290100913224535
276,276,19120,QUEIMADO,823.39,7.15,24,0,24,9.4,55.61,,04/10/2022,2022-10-04,34.7999166666667,652.56504002229,34.3765486886542,34.46985851686352,0.42336797801249304,0.33005814980317894
277,277,19120,QUEIMADO,823.33,7.26,24,0,24,9.17,55.21,,05/10/2022,2022-10-05,35.927125,646.971827966853,34.366454241130725,34.45976406934004,1.5606707588692714,1.4673609306599573
